Branch,,,,,,,,,,,,,,
From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
50700,MCA 500,50637,MCA 16G1,1,Closed,Transformer,YES,-441.5,54.8,444.9,500,89,0.77,54.51
50700,MCA 500,50638,MCA 16G2,2,Closed,Transformer,YES,-444.1,55.4,447.6,500,89.5,0.78,55.01
50700,MCA 500,50639,MCA 16G3,3,Closed,Transformer,YES,-445.5,55.6,448.9,510,88,0.79,55.22
50700,MCA 500,50640,MCA 16G4,4,Closed,Transformer,YES,-445.5,56,449,510,88,0.79,55.68
50644,REV 13G1,50701,REV 500,99,Closed,Line,NO,424.9,-101.7,436.9,0,0,0.85,59.38
50645,REV 13G2,50701,REV 500,99,Closed,Line,NO,333.4,-116.8,353.3,0,0,0.56,38.91
50646,REV 13G3,50701,REV 500,99,Closed,Line,NO,424.9,-102.6,437.1,0,0,0.85,58.87
50647,REV 13G4,50701,REV 500,99,Closed,Line,NO,424.9,-102.5,437.1,0,0,0.85,58.9
50648,CHP 5C1K,50704,KLY 500,1,Closed,Line,NO,-858.5,98,864.1,2165.1,40.2,11.49,-78.38
50648,CHP 5C1K,51652,CHP 5C1C,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
50648,CHP 5C1K,51652,CHP 5C1C,CX,Closed,Series Cap,NO,858.5,-98,864.1,1645.4,52.5,0,-133.7
50649,CRK 5C1K,50704,KLY 500,1,Closed,Line,NO,-1308.5,294.4,1341.3,1862,72,18.67,95.41
50649,CRK 5C1K,51650,CRK 5C1C,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
50649,CRK 5C1K,51650,CRK 5C1C,CX,Closed,Series Cap,NO,1308.5,-294.4,1341.3,1887.9,71,0,-228.12
50700,MCA 500,50879,SYA 5C1M,1,Closed,Line,NO,887.8,-110.6,894.7,1732.1,51.9,9.32,-58.14
50700,MCA 500,50880,SYA 5C2M,2,Closed,Line,NO,888.8,-111.1,895.7,1732.1,52,9.34,-58.4
50700,MCA 500,51125,MCA 16G5,5,Closed,Transformer,YES,0,0,0,503,0,0,0
50701,REV 500,50702,ACK 500,1,Closed,Line,NO,1008.8,-189.9,1026.5,2485.5,41.3,7.6,-9.32
50701,REV 500,50702,ACK 500,2,Closed,Line,NO,1007.7,-190.6,1025.6,1961.6,52.3,7.68,-9.45
50701,REV 500,51032,REV 16G5,99,Closed,Line,NO,-428.6,165.2,459.3,0,0,0.82,57.31
50702,ACK 500,50703,NIC 500,1,Closed,Line,NO,806,-87.2,810.7,1961.6,41.3,6.41,-72.87
50702,ACK 500,50703,NIC 500,2,Closed,Line,NO,809.6,-88.2,814.4,2598.1,31.3,6.53,-72.87
50702,ACK 500,50703,NIC 500,99,Closed,Line,NO,27.2,1.9,27.3,0,0,-0.01,3.04
50702,ACK 500,50704,KLY 500,99,Closed,Line,NO,14.2,1.9,14.3,0,0,-0.12,2.4
50702,ACK 500,50792,SEL 500,1,Closed,Line,NO,-184.9,40.6,189.3,2598.1,10.5,0.69,-296.32
50702,ACK 500,51134,VAS 500,99,Closed,Line,NO,35.1,5.7,35.6,0,0,-0.24,2.12
50703,NIC 500,50704,KLY 500,99,Closed,Line,NO,22,2.4,22.1,0,0,-0.1,1.24
50703,NIC 500,50877,SYA 5C1N,1,Closed,Line,NO,-868,-16.7,868.2,1732.1,50.8,10.49,-78.7
50703,NIC 500,50878,SYA 5C2N,2,Closed,Line,NO,-868.9,-16.8,869.1,1732.1,50.9,10.51,-79.05
50703,NIC 500,51134,VAS 500,1,Closed,Line,NO,-313.9,-62.3,320,2598.1,12.5,1.15,-172.44
50703,NIC 500,51674,AMC 5C1N,1,Closed,Line,NO,1187.2,-44.5,1188.1,1864.6,63.9,16.06,33.54
50703,NIC 500,51675,AMC 5C2N,1,Closed,Line,NO,1382.9,-20.7,1383,1961.6,70.7,21.71,111.39
50703,NIC 500,51676,RYC 5C3N,2,Open,Line,NO,0,0,0,2598.1,0,0,0
50703,NIC 500,51677,GUI 5C1N,1,Closed,Line,NO,656.2,-216.9,691.1,2598.1,26.6,1.92,-41.95
50704,KLY 500,51668,GUI 5C1K,1,Closed,Line,NO,-650.7,51.1,652.7,2598.1,25.7,3.58,-84.45
50704,KLY 500,51670,MLS 5C1K,1,Closed,Line,NO,-587.3,-88.2,593.9,2165.1,27.6,5.25,-166.73
50704,KLY 500,51671,MLS 5C2K,2,Closed,Line,NO,-588.8,-87.8,595.3,2165.1,27.7,5.28,-166.57
50704,KLY 500,51672,MLS 5C3K,3,Closed,Line,NO,-608.6,-122.5,620.8,2931.5,21.2,3.46,-167.92
50766,SEV 13G1,50767,SEV 13G2,99,Closed,Line,NO,-4.5,0.8,4.6,0,0,0,0.2
50766,SEV 13G1,50768,SEV 13G3,99,Closed,Line,NO,0.3,0,0.3,0,0,0,0
50766,SEV 13G1,50792,SEL 500,99,Closed,Line,NO,181.5,-14.4,182,0,0,0.93,27.23
50766,SEV 13G1,51036,SEV 13G4,99,Closed,Line,NO,10.2,-1,10.3,0,0,0.05,1
50767,SEV 13G2,50768,SEV 13G3,99,Closed,Line,NO,2.7,-0.5,2.7,0,0,0.01,0.13
50767,SEV 13G2,50792,SEL 500,99,Closed,Line,NO,160.1,-8.7,160.4,0,0,0.63,31.16
50767,SEV 13G2,51036,SEV 13G4,99,Closed,Line,NO,10.1,-0.9,10.1,0,0,0.05,1.44
50768,SEV 13G3,50792,SEL 500,99,Closed,Line,NO,173.2,-14.5,173.8,0,0,0.91,25.46
50768,SEV 13G3,51036,SEV 13G4,99,Closed,Line,NO,17.1,-1,17.1,0,0,0.01,1.61
50791,CBK 500,50792,SEL 500,1,Closed,Line,NO,-386.8,84.1,395.8,2485.5,16.9,2.4,-207.62
50791,CBK 500,50792,SEL 500,99,Closed,Line,NO,-26.5,4.5,26.9,0,0,0.14,2.28
54158,LANGDON2,50791,CBK 500,1,Closed,Line,NO,-214.7,-162.9,269.5,1777,15.2,1.29,-433.54
50791,CBK 500,54456,BENNETT2,99,Closed,Line,NO,4.1,-0.1,4.1,0,0,-0.04,0.33
50792,SEL 500,51036,SEV 13G4,99,Closed,Line,NO,-76,16.4,77.7,0,0,0.12,3.98
50792,SEL 500,51134,VAS 500,1,Closed,Line,NO,555.9,-33.4,556.9,2598.1,21.4,4.38,-160.16
50792,SEL 500,51134,VAS 500,99,Closed,Line,NO,8.6,0.6,8.6,0,0,-0.09,0.94
50860,CBN 500,51652,CHP 5C1C,1,Closed,Line,NO,-850.8,-88.5,855.4,2165.1,39.7,7.75,-52.87
50877,SYA 5C1N,50879,SYA 5C1M,BP,Open,Line,NO,0,0,0,3464.1,0,0,0
50877,SYA 5C1N,50879,SYA 5C1M,CX,Closed,Series Cap,NO,-878.5,62,880.7,2598.1,34.6,0,-128.66
50878,SYA 5C2N,50880,SYA 5C2M,BP,Open,Line,NO,0,0,0,3464.1,0,0,0
50878,SYA 5C2N,50880,SYA 5C2M,CX,Closed,Series Cap,NO,-879.5,62.3,881.7,2598.1,34.6,0,-128.66
50987,MLS 5C1W,51670,MLS 5C1K,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
50987,MLS 5C1W,51670,MLS 5C1K,CX,Closed,Series Cap,NO,592.6,-146.6,610.4,1688.8,36.1,0,-68.09
51470,NCT 29H,51792,TXW 29H,1,Closed,Line,NO,-513,-465.5,692.7,1329.3,52.1,0.7,-878.75
51554,KWL 360,51711,UHT 360,1,Closed,Line,NO,39.5,29.4,49.3,1247.1,4,0,0.01
51653,AMC 5C1I,51674,AMC 5C1N,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51653,AMC 5C1I,51674,AMC 5C1N,CX,Closed,Series Cap,NO,-1171.2,17.1,1171.3,1836,64.8,0,-197.22
51654,AMC 5C2M,51675,AMC 5C2N,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51654,AMC 5C2M,51675,AMC 5C2N,CX,Closed,Series Cap,NO,-1361.2,0.7,1361.2,1836,75.6,0,-267.65
51655,RYC 5C3M,51676,RYC 5C3N,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51655,RYC 5C3M,51676,RYC 5C3N,CX,Open,Series Cap,NO,0,0,0,2361.6,0,0,0
51662,KDY 5C1G,51665,KDY 5C1W,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51662,KDY 5C1G,51665,KDY 5C1W,CX,Closed,Series Cap,NO,823.9,-237.9,857.5,1991.9,43.1,0,-115.01
51663,KDY 5C2G,51666,KDY 5C2W,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51663,KDY 5C2G,51666,KDY 5C2W,CX,Closed,Series Cap,NO,827.9,-240.6,862.2,1991.9,43.3,0,-116.24
51667,MLS 5C2W,51671,MLS 5C2K,BP,Open,Line,NO,0,0,0,2598.1,0,0,0
51667,MLS 5C2W,51671,MLS 5C2K,CX,Closed,Series Cap,NO,594.1,-147.3,612,1688.8,36.2,0,-68.44
51668,GUI 5C1K,51677,GUI 5C1N,BP,Open,Line,NO,0,0,0,2728,0,0,0
51668,GUI 5C1K,51677,GUI 5C1N,CX,Closed,Series Cap,NO,-654.2,135.6,668.2,2078.5,32.6,0,-39.4
51704,CCB 31H,51708,TXE 31H,1,Closed,Line,NO,515.6,-261.9,578.3,1329.3,43.5,0.2,-246.17
51711,UHT 360,51756,SAC 25,1,Closed,Line,NO,-151.7,-16.9,152.6,498.8,30.6,0.28,-20.45
51711,UHT 360,51847,BTR 360,1,Closed,Line,NO,-14.8,5.1,15.7,598.6,2.6,0,0
51789,TXW 31H,51793,NCT 31H,1,Closed,Line,NO,515.1,-425.9,668.4,1329.3,53,0.73,-906.55
51790,CCB 29H,51791,TXE 29H,1,Closed,Line,NO,514.1,-266.8,579.2,1329.3,43.6,0.22,-263.68
54129,SUND#1GN,54130,SUND#3GN,99,Closed,Line,NO,-7.2,-1.3,7.4,0,0,-0.02,0.26
54129,SUND#1GN,54258,ELLERSL2,99,Closed,Line,NO,48.1,-13.8,50,0,0,-0.76,9.18
54129,SUND#1GN,54273,HRTLAND1,99,Closed,Line,NO,14.6,-2.6,14.8,0,0,-0.41,2.96
54129,SUND#1GN,54338,SUND#2GN,99,Closed,Line,NO,-2,0,2,0,0,0,0.02
54129,SUND#1GN,54342,SUND#4GN,99,Closed,Line,NO,-6.8,-2.1,7.1,0,0,-0.02,0.21
54129,SUND#1GN,54345,SUND#5GN,99,Closed,Line,NO,-5,-4,6.4,0,0,-0.02,0.17
54129,SUND#1GN,54350,SUND#6GN,99,Closed,Line,NO,-9.6,-2.3,9.8,0,0,-0.04,0.45
54129,SUND#1GN,54610,KEEPHIL2,99,Closed,Line,NO,5.8,-3,6.5,0,0,-0.05,0.94
54129,SUND#1GN,57274,MACKAY2,99,Closed,Line,NO,-2.3,-1.4,2.7,0,0,-0.05,0.17
54130,SUND#3GN,54258,ELLERSL2,99,Closed,Line,NO,58.9,-10.1,59.7,0,0,-1.12,12.86
54130,SUND#3GN,54273,HRTLAND1,99,Closed,Line,NO,17.4,-1.3,17.5,0,0,-0.58,4.06
54130,SUND#3GN,54338,SUND#2GN,99,Closed,Line,NO,4.6,1.4,4.8,0,0,-0.01,0.12
54130,SUND#3GN,54342,SUND#4GN,99,Closed,Line,NO,1.7,-0.6,1.8,0,0,0,0.01
54130,SUND#3GN,54345,SUND#5GN,99,Closed,Line,NO,3.6,-2.4,4.3,0,0,-0.01,0.08
54130,SUND#3GN,54350,SUND#6GN,99,Closed,Line,NO,-2,-1.1,2.3,0,0,0,0.02
54130,SUND#3GN,54610,KEEPHIL2,99,Closed,Line,NO,7.6,-2.5,8,0,0,-0.07,1.39
54130,SUND#3GN,57274,MACKAY2,99,Closed,Line,NO,-0.9,-1,1.3,0,0,-0.01,0.04
54154,BRAZ#2 9,54258,ELLERSL2,99,Closed,Line,NO,6.2,-7.2,9.5,0,0,-0.05,0.93
54154,BRAZ#2 9,54456,BENNETT2,99,Closed,Line,NO,4.9,-4.3,6.5,0,0,-0.06,0.76
54154,BRAZ#2 9,54610,KEEPHIL2,99,Closed,Line,NO,0.6,-3.7,3.8,0,0,0,0.31
54158,LANGDON2,54658,1201TAP,01,Closed,Line,NO,214.7,162.9,269.5,1222,22.1,0.01,-1.38
54258,ELLERSL2,54273,HRTLAND1,06,Closed,Line,NO,234.8,-53.7,240.9,2598.1,9.3,0.17,-82.46
54258,ELLERSL2,54273,HRTLAND1,12,Closed,Line,NO,234.3,-53.7,240.3,2598.1,9.3,0.17,-82.38
54258,ELLERSL2,54273,HRTLAND1,99,Closed,Line,NO,19.4,2.5,19.6,0,0,-0.05,0.37
54258,ELLERSL2,54338,SUND#2GN,99,Closed,Line,NO,-48.1,21.8,52.8,0,0,-0.8,9.49
54258,ELLERSL2,54342,SUND#4GN,99,Closed,Line,NO,-67.5,25.4,72.1,0,0,-1.2,13.95
54258,ELLERSL2,54345,SUND#5GN,99,Closed,Line,NO,-65.4,22.4,69.2,0,0,-1.11,12.82
54258,ELLERSL2,54350,SUND#6GN,99,Closed,Line,NO,-65.4,23,69.3,0,0,-1.23,14.42
54258,ELLERSL2,54422,KEEP#1GN,99,Closed,Line,NO,-74.7,23,78.2,0,0,-0.93,19.27
54258,ELLERSL2,54424,KEEP#2GN,99,Closed,Line,NO,-74.1,22.7,77.5,0,0,-0.93,19.22
54258,ELLERSL2,54456,BENNETT2,99,Closed,Line,NO,4.4,-1.1,4.6,0,0,-0.01,0.1
54258,ELLERSL2,54525,GENESEE4,09,Closed,Line,NO,-612.1,4.4,612.1,2500.2,24.7,1.18,-65
54258,ELLERSL2,54610,KEEPHIL2,02,Closed,Line,NO,-547,-22.7,547.4,2598.1,21.2,0.99,-73.97
54258,ELLERSL2,54610,KEEPHIL2,99,Closed,Line,NO,-17.9,-1.3,17.9,0,0,-0.06,0.79
54258,ELLERSL2,54773,SECST,99,Closed,Line,NO,12.4,8.4,15,0,0,-0.21,1.8
54258,ELLERSL2,54774,SECCT1,99,Closed,Line,NO,10.8,7.2,13,0,0,-0.18,1.56
54258,ELLERSL2,54775,SECCT2,99,Closed,Line,NO,10.8,7.2,13,0,0,-0.18,1.56
54258,ELLERSL2,55482,SHEER 1,99,Closed,Line,NO,-15.2,2.2,15.3,0,0,-0.35,4.04
54258,ELLERSL2,55487,SHEER 29,99,Closed,Line,NO,-15.5,2.3,15.7,0,0,-0.37,4.22
54258,ELLERSL2,55497,BAT #5,99,Closed,Line,NO,-39.9,11.9,41.7,0,0,-0.56,12.02
54258,ELLERSL2,57274,MACKAY2,99,Closed,Line,NO,-36,8.4,36.9,0,0,-1.06,8.17
54258,ELLERSL2,58187,CECGT,99,Closed,Line,NO,-0.6,4.6,4.7,0,0,-0.03,0.25
54273,HRTLAND1,54338,SUND#2GN,99,Closed,Line,NO,-14.7,5.2,15.6,0,0,-0.42,3.04
54273,HRTLAND1,54342,SUND#4GN,99,Closed,Line,NO,-20.3,6,21.2,0,0,-0.63,4.43
54273,HRTLAND1,54345,SUND#5GN,99,Closed,Line,NO,-19.7,5.2,20.4,0,0,-0.58,4.11
54273,HRTLAND1,54350,SUND#6GN,99,Closed,Line,NO,-19.5,5.4,20.2,0,0,-0.64,4.53
54273,HRTLAND1,54422,KEEP#1GN,99,Closed,Line,NO,-15.6,4,16.1,0,0,-0.38,4.25
54273,HRTLAND1,54424,KEEP#2GN,99,Closed,Line,NO,-15.4,4,16,0,0,-0.37,4.23
54273,HRTLAND1,54610,KEEPHIL2,99,Closed,Line,NO,-4.9,-0.5,4.9,0,0,-0.04,0.31
54273,HRTLAND1,55614,HRTLAND2,70,Closed,Line,NO,83.5,-26.5,87.6,4030,2.2,0,-2.18
54273,HRTLAND1,55614,HRTLAND2,85,Closed,Line,NO,116.6,-36,122,4030,3,0,-1.54
54273,HRTLAND1,57274,MACKAY2,99,Closed,Line,NO,-42.8,16.4,45.9,0,0,0.18,11.04
54338,SUND#2GN,54342,SUND#4GN,99,Closed,Line,NO,-3.9,-2.1,4.4,0,0,-0.01,0.09
54338,SUND#2GN,54345,SUND#5GN,99,Closed,Line,NO,-2.2,-3.8,4.3,0,0,-0.01,0.08
54338,SUND#2GN,54350,SUND#6GN,99,Closed,Line,NO,-6.7,-2.3,7.1,0,0,-0.02,0.25
54338,SUND#2GN,54610,KEEPHIL2,99,Closed,Line,NO,5.8,-2.7,6.4,0,0,-0.05,0.99
54342,SUND#4GN,54345,SUND#5GN,99,Closed,Line,NO,2.2,-2.1,3.1,0,0,0,0.03
54342,SUND#4GN,54350,SUND#6GN,99,Closed,Line,NO,-4.1,-0.6,4.2,0,0,-0.01,0.07
54342,SUND#4GN,54422,KEEP#1GN,99,Closed,Line,NO,-2.5,-0.5,2.5,0,0,0,0.15
54342,SUND#4GN,54424,KEEP#2GN,99,Closed,Line,NO,-2.5,-0.5,2.5,0,0,0,0.16
54342,SUND#4GN,54610,KEEPHIL2,99,Closed,Line,NO,8.4,-2.8,8.9,0,0,-0.08,1.48
54342,SUND#4GN,57274,MACKAY2,99,Closed,Line,NO,-1.4,-1.1,1.8,0,0,-0.02,0.06
54345,SUND#5GN,54350,SUND#6GN,99,Closed,Line,NO,-6.1,1.3,6.3,0,0,-0.01,0.15
54345,SUND#5GN,54422,KEEP#1GN,99,Closed,Line,NO,-2.8,-0.2,2.8,0,0,0,0.19
54345,SUND#5GN,54424,KEEP#2GN,99,Closed,Line,NO,-2.8,-0.2,2.8,0,0,0,0.19
54345,SUND#5GN,54610,KEEPHIL2,99,Closed,Line,NO,8.1,-2.5,8.5,0,0,-0.07,1.32
54345,SUND#5GN,57274,MACKAY2,99,Closed,Line,NO,-1.9,-0.8,2,0,0,-0.02,0.08
54350,SUND#6GN,54610,KEEPHIL2,99,Closed,Line,NO,8.3,-2.3,8.7,0,0,-0.08,1.57
54350,SUND#6GN,57274,MACKAY2,99,Closed,Line,NO,-0.6,-0.7,0.9,0,0,-0.01,0.02
56510,KEEPHIL3,54403,KEEP#3GN,T3,Closed,Transformer,YES,-427.9,-45.9,430.3,529,83.3,0.44,57.72
54422,KEEP#1GN,54424,KEEP#2GN,99,Closed,Line,NO,-0.8,0,0.8,0,0,0,0
54422,KEEP#1GN,54456,BENNETT2,99,Closed,Line,NO,14.2,-0.9,14.2,0,0,-0.15,4.03
54422,KEEP#1GN,54610,KEEPHIL2,99,Closed,Line,NO,122.2,-15.6,123.2,0,0,-1.15,26.8
54424,KEEP#2GN,54456,BENNETT2,99,Closed,Line,NO,14.1,-0.8,14.1,0,0,-0.15,4.02
54424,KEEP#2GN,54610,KEEPHIL2,99,Closed,Line,NO,121.2,-15.1,122.2,0,0,-1.15,26.8
54456,BENNETT2,54610,KEEPHIL2,99,Closed,Line,NO,-4.7,0.3,4.7,0,0,-0.02,0.3
54456,BENNETT2,54658,1201TAP,01,Closed,Line,NO,-214.7,-164.9,270.7,1222,22.2,0,-0.6
54456,BENNETT2,54773,SECST,99,Closed,Line,NO,49.7,40.7,64.2,0,0,-0.59,6.83
54456,BENNETT2,54774,SECCT1,99,Closed,Line,NO,43.1,35.2,55.7,0,0,-0.5,5.92
54456,BENNETT2,54775,SECCT2,99,Closed,Line,NO,43.1,35.2,55.7,0,0,-0.5,5.92
54456,BENNETT2,55482,SHEER 1,99,Closed,Line,NO,-60.8,12.6,62.1,0,0,-1,17.56
54456,BENNETT2,55487,SHEER 29,99,Closed,Line,NO,-62,12.9,63.3,0,0,-1.04,18.28
54456,BENNETT2,55497,BAT #5,99,Closed,Line,NO,-40.6,13.8,42.9,0,0,-0.36,13.18
54456,BENNETT2,58187,CECGT,99,Closed,Line,NO,-7.6,16.9,18.5,0,0,-0.15,1.19
54456,BENNETT2,622584,RIMROCKWNDGN,99,Closed,Line,NO,-53,34.7,63.4,0,0,6.4,32.93
54525,GENESEE4,54490,GENES 39,G3,Closed,Transformer,YES,-432.8,-30.6,433.9,529,83.7,1.02,58.62
54525,GENESEE4,54491,GENES 19,G1,Closed,Transformer,YES,-375.7,26.2,376.6,450,83.9,0.82,52.63
54525,GENESEE4,54492,GENES 29,G2,Closed,Transformer,YES,-376.6,26,377.5,450,84.2,1.15,53.65
54525,GENESEE4,54630,SUNNYB1,38,Closed,Line,NO,282,22,282.9,2500,11.3,0,-0.49
54525,GENESEE4,54630,SUNNYB1,39,Closed,Line,NO,282,22,282.9,2500,11.3,0,-0.49
54525,GENESEE4,56826,GENTC2A,T2,Closed,Transformer,YES,3.8,1.8,4.2,100,4.2,0.08,0.14
54525,GENESEE4,56926,GENTC1A,T1,Closed,Transformer,YES,3.8,1.8,4.3,100,4.3,0.07,0.1
54610,KEEPHIL2,54630,SUNNYB1,03,Closed,Line,NO,-164,73.7,179.8,2500,7.6,0.03,-24.22
54610,KEEPHIL2,56510,KEEPHIL3,14,Closed,Line,NO,-427.9,-46,430.3,2027.4,21.2,0,-0.13
54623,DCGEN_P1,54630,SUNNYB1,DC,Closed,Line,NO,-400,-142.8,424.7,1500,28.3,0,0.16
54773,SECST,54774,SECCT1,99,Closed,Line,NO,0,0,0,0,0,0,0
54773,SECST,54775,SECCT2,99,Closed,Line,NO,0,0,0,0,0,0,0
54773,SECST,55482,SHEER 1,99,Closed,Line,NO,-25,1,25,0,0,-0.87,9.54
54773,SECST,55487,SHEER 29,99,Closed,Line,NO,-25.3,1.1,25.4,0,0,-0.89,9.83
54773,SECST,55497,BAT #5,99,Closed,Line,NO,-22.3,3.6,22.6,0,0,-0.51,9.08
54773,SECST,58187,CECGT,99,Closed,Line,NO,-16.8,-0.6,16.9,0,0,-0.27,1.89
54774,SECCT1,54775,SECCT2,99,Closed,Line,NO,0,0,0,0,0,0,0
54774,SECCT1,55482,SHEER 1,99,Closed,Line,NO,-21.6,0.9,21.7,0,0,-0.74,8.27
54774,SECCT1,55487,SHEER 29,99,Closed,Line,NO,-22,1,22,0,0,-0.76,8.53
54774,SECCT1,55497,BAT #5,99,Closed,Line,NO,-19.4,3.2,19.6,0,0,-0.43,7.87
54774,SECCT1,58187,CECGT,99,Closed,Line,NO,-14.6,-0.5,14.6,0,0,-0.23,1.64
54775,SECCT2,55482,SHEER 1,99,Closed,Line,NO,-21.6,0.9,21.7,0,0,-0.74,8.27
54775,SECCT2,55487,SHEER 29,99,Closed,Line,NO,-22,1,22,0,0,-0.76,8.53
54775,SECCT2,55497,BAT #5,99,Closed,Line,NO,-19.4,3.2,19.6,0,0,-0.43,7.87
54775,SECCT2,58187,CECGT,99,Closed,Line,NO,-14.6,-0.5,14.6,0,0,-0.23,1.64
55482,SHEER 1,55487,SHEER 29,99,Closed,Line,NO,-5,-0.4,5,0,0,0,0.03
55482,SHEER 1,55497,BAT #5,99,Closed,Line,NO,-7,7.7,10.4,0,0,-0.01,0.4
55482,SHEER 1,622584,RIMROCKWNDGN,99,Closed,Line,NO,-14.8,6.1,16,0,0,0.6,4.1
55487,SHEER 29,55497,BAT #5,99,Closed,Line,NO,-5.4,7.8,9.4,0,0,-0.01,0.33
55487,SHEER 29,622584,RIMROCKWNDGN,99,Closed,Line,NO,-14.4,5.9,15.6,0,0,0.58,3.92
55614,HRTLAND2,55615,HTHFIELD,1,Closed,Line,NO,200,-58.8,208.5,1000,20.8,0,0.04
56826,GENTC2A,56926,GENTC1A,99,Closed,Line,NO,0,0,0,0,0,0,0
60005,ADEL TAP,60006,ADELAIDE,1,Closed,Line,NO,61.5,3,61.6,1035,6,0.01,-3.05
60060,BORAH,60005,ADEL TAP,1,Closed,Line,NO,245.1,-44,249,1035,24.1,1.45,-25.74
60005,ADEL TAP,60235,MIDPOINT,1,Closed,Line,NO,182.1,-21.2,183.4,1035,18.1,0.73,-28.39
60060,BORAH,60006,ADELAIDE,2,Closed,Line,NO,271.4,-42.3,274.6,1035,26.5,1.56,-21.36
60006,ADELAIDE,60060,BORAH,99,Closed,Line,NO,-11.6,0.5,11.6,0,0,0.01,0.56
60006,ADELAIDE,60190,KINPORT,99,Closed,Line,NO,-10.3,0.7,10.3,0,0,0.06,0.58
60006,ADELAIDE,60235,MIDPOINT,2,Closed,Line,NO,169.7,-21.5,171.1,1035,16.9,0.63,-30.26
60006,ADELAIDE,60235,MIDPOINT,99,Closed,Line,NO,13.8,0.8,13.9,0,0,0.02,0.44
60060,BORAH,60190,KINPORT,99,Closed,Line,NO,-24.5,-8,25.8,0,0,0.01,0.22
60060,BORAH,60235,MIDPOINT,99,Closed,Line,NO,35.3,2.4,35.4,0,0,0.01,2.82
60060,BORAH,65135,BENLOMND,99,Closed,Line,NO,0.9,-2,2.1,0,0,0,0.03
60060,BORAH,65384,3MIKNOLL,99,Closed,Line,NO,-17.6,0.7,17.6,0,0,0.07,2.14
60060,BORAH,65665,GOSHEN,99,Closed,Line,NO,-4.6,1.2,4.7,0,0,0.01,0.08
60060,BORAH,66065,NAUGT G3,99,Closed,Line,NO,-14.6,1.6,14.7,0,0,-0.1,4.09
60060,BORAH,67791,BORPOP11,1,Closed,Series Cap,NO,-320.4,74.4,328.9,1017,32.3,0,-11.56
60060,BORAH,67792,BORPOP21,2,Closed,Series Cap,NO,-317.8,46.7,321.3,986,32.6,0,-12.92
60100,BRWNL 5,60155,HEMINWAY,99,Closed,Line,NO,21.6,-2.6,21.8,0,0,-0.2,2.95
60100,BRWNL 5,60235,MIDPOINT,99,Closed,Line,NO,35.9,-1.1,35.9,0,0,0.18,3.36
60100,BRWNL 5,60268,CC_CT C1,99,Closed,Line,NO,-9.5,3.4,10.1,0,0,-0.03,0.48
60100,BRWNL 5,60397,BTMT CT1,99,Closed,Line,NO,15.5,5.3,16.4,0,0,-0.13,2.08
60155,HEMINWAY,60235,MIDPOINT,99,Closed,Line,NO,-12.9,11,16.9,0,0,-0.02,0.79
60241,MIDHEM11,60155,HEMINWAY,1,Closed,Line,NO,369.5,-393.4,539.7,2618.9,20.6,3.17,-200.63
60155,HEMINWAY,60268,CC_CT C1,99,Closed,Line,NO,-36,9.3,37.2,0,0,-0.78,6.51
60155,HEMINWAY,60397,BTMT CT1,99,Closed,Line,NO,-1.4,8,8.1,0,0,-0.06,0.46
60235,MIDPOINT,60190,KINPORT,1,Closed,Line,NO,-175.1,3.1,175.2,1104.3,16.4,0.77,-92.34
60190,KINPORT,60235,MIDPOINT,99,Closed,Line,NO,16.2,0.2,16.2,0,0,0.14,1.42
60190,KINPORT,65135,BENLOMND,99,Closed,Line,NO,1.5,-1.1,1.8,0,0,0,0.03
60190,KINPORT,65384,3MIKNOLL,99,Closed,Line,NO,-11.3,1.6,11.4,0,0,0.15,1.28
60190,KINPORT,65665,GOSHEN,1,Closed,Line,NO,-36.8,14.7,39.6,956.1,6.4,0.05,-34.44
60190,KINPORT,65665,GOSHEN,99,Closed,Line,NO,-3.2,2.8,4.2,0,0,0,0.04
60190,KINPORT,67793,KINPOP11,1,Closed,Series Cap,NO,-375.5,32.7,376.9,892,42.5,0,-18.04
60235,MIDPOINT,60240,MIDPOINT,99,Closed,Line,NO,361.7,-900.2,970.2,0,0,0.67,68.44
60235,MIDPOINT,60268,CC_CT C1,99,Closed,Line,NO,-39.3,7.2,39.9,0,0,-0.16,5.5
60235,MIDPOINT,60397,BTMT CT1,99,Closed,Line,NO,21.4,18.2,28.1,0,0,0.02,1.2
60235,MIDPOINT,64061,IDAHO-NV,1,Closed,Line,NO,-85.7,3.8,85.8,478,18.4,0.27,-64.96
60240,MIDPOINT,60241,MIDHEM11,1,Closed,Series Cap,NO,369.5,-345.3,505.7,1500,36,0,-81.8
60268,CC_CT C1,60397,BTMT CT1,99,Closed,Line,NO,16.7,4.7,17.3,0,0,-0.41,2.92
64017,BRDRTNPS,64018,BRDRTWN,1,Closed,Transformer,YES,89.7,18.4,91.5,300,30.5,0.08,5.13
